id,num_orders
1071661,14
1498066,17
1407735,15
1051651,100
1363995,218
1454364,124
1467138,13
1074197,14
1230896,36
1115906,105
1186445,106
1478644,209
1096482,47
1429191,74
1257617,43
1440883,18
1021872,59
1154559,71
1095162,17
1300311,13
1389878,13
1412672,190
1155036,256
1112459,135
1133681,13
1218617,13
1190145,13
1262383,25
1331957,55
1481626,67
1134995,14
1285263,13
1106138,13
1175167,36
1205164,35
1483833,58
1496897,13
1074105,27
1465377,13
1106879,70
1150467,64
1116996,19
1185434,1012
1266519,499
1353114,447
1129265,22
1252749,64
1162104,30
1193418,441
1284837,489
1363184,416
1191468,40
1078789,42
1136805,103
1405386,809
1114322,393
1350211,713
1278837,42
1172455,23
1478221,16
1098408,29
1091951,69
1099622,59
1139472,19
1061430,60
1258982,15
1405793,445
1494572,407
1023532,156
1088540,13
1350522,13
1062543,268
1123146,369
1335657,312
1336480,40
1334472,54
1223905,32
1106947,34
1268382,68
1410375,246
1480252,14
1270897,13
1171323,212
1347721,215
1195122,114
1160060,19
1103877,48
1227192,24
1225674,187
1435797,189
1364079,94
1306281,36
1299709,41
1299648,18
1191925,13
1303294,37
1276615,19
1347235,134
1433729,124
1442624,46
1136999,20
1419217,23
1314342,185
1429773,35
1267876,106
1387167,13
1173342,14
1186948,14
1233252,40
1066977,348
1152418,155
1124445,13
1026138,43
1332514,77
1468716,55
1287492,13
1206863,13
1398867,13
1055136,41
1118702,15
1359875,220
1107202,185
1296158,40
1470774,544
1117544,211
1151189,149
1186842,13
1398197,17
1083741,13
1037042,294
1088465,304
1451012,271
1227620,39
1102512,39
1234887,77
1128433,433
1444037,137
1015740,299
1346922,15
1102942,12
1174075,13
1108936,19
1412117,15
1014965,16
1418316,15
1472488,13
1019856,250
1175542,281
1013232,100
1321001,183
1100828,221
1068732,112
1386147,15
1410568,15
1471314,44
1143781,60
1010375,183
1144387,15
1229377,12
1095558,13
1478260,66
1438799,21
1359239,23
1097687,15
1065465,28
1028748,14
1487448,225
1331356,188
1480686,67
1236999,689
1199822,141
1254681,141
1047669,15
1084506,18
1407062,15
1004423,218
1207875,333
1328513,320
1170969,15
1281563,37
1432075,58
1253965,320
1444649,140
1152272,421
1393567,43
1154663,58
1144903,26
1329590,35
1441678,74
1001524,18
1440235,15
1437743,13
1468736,310
1325002,281
1255670,75
1054864,13
1057573,13
1006532,76
1276400,127
1086209,165
1325888,64
1269656,69
1219510,34
1402597,31
1254290,57
1207536,138
1358623,16
1106454,14
1096522,16
1497989,161
1034611,158
1145961,107
1241244,14
1335255,22
1167949,19
1215373,126
1245385,144
1299559,48
1402501,25
1356370,26
1244578,14
1402872,14
1373011,45
1099626,18
1240618,31
1313356,54
1063775,28
1351476,136
1423116,92
1026366,71
1006892,13
1366540,13
1308211,13
1060946,13
1111869,13
1321821,13
1442998,25
1187281,378
1149992,163
1269393,45
1271415,59
1115599,70
1049715,13
1386843,35
1449443,215
1247790,187
1377409,50
1402068,341
1131692,159
1103707,96
1011869,24
1134421,47
1187227,34
1404182,139
1430582,359
1077995,244
1484671,19
1420778,48
1310109,40
1219340,415
1483037,189
1278014,512
1020009,61
1357861,37
1246537,53
1138911,104
1072349,99
1044205,18
1003775,31
1105139,36
1233795,298
1488993,333
1128989,102
1461060,13
1093258,14
1458579,69
1267831,160
1076102,192
1492794,19
1258414,13
1233270,13
1218069,116
1209101,61
1005839,195
1205721,18
1286663,62
1396005,25
1005991,167
1411749,225
1256153,29
1334064,160
1053700,149
1079711,29
1449942,13
1080233,16
1320661,14
1137255,180
1264796,319
1048031,153
1363159,45
1311397,75
1408686,62
1335629,121
1384967,152
1425196,92
1185945,15
1233671,14
1168634,15
1475193,18
1008215,13
1490942,13
1086613,134
1429213,152
1247277,28
1315521,13
1251613,13
1341539,13
1314843,23
1060246,80
1196722,51
1062489,13
1391156,12
1420868,14
1266795,13
1452943,16
1372739,15
1384170,13
1270445,159
1440443,251
1158748,36
1373369,1029
1171380,326
1334250,147
1260574,15
1004325,21
1402074,21
1305204,375
1225037,443
1174606,499
1118582,35
1302852,61
1236914,95
1047047,479
1219768,260
1449676,604
1459390,24
1403792,16
1181820,20
1158592,16
1106569,17
1460628,23
1456648,16
1074653,336
1172350,281
1064482,76
1035769,13
1092414,13
1187218,13
1309910,23
1064688,16
1208945,59
1223704,151
1342926,199
1016090,70
1084541,48
1006036,140
1271294,186
1293143,14
1380357,78
1394412,80
1045597,24
1242518,14
1425711,34
1236266,17
1391787,144
1018619,172
1439086,28
1487991,257
1460540,104
1421075,24
1337962,13
1205702,19
1216068,13
1416093,100
1106438,372
1187958,106
1461237,24
1493677,29
1346875,40
1047024,166
1179951,146
1272720,210
1009102,49
1102030,28
1357349,31
1254542,49
1239839,43
1142498,15
1479142,18
1127057,15
1143077,93
1315764,294
1076879,242
1117812,13
1171684,13
1187665,50
1150288,56
1092093,128
1447408,13
1331327,13
1478225,16
1247480,12
1105195,15
1439531,13
1079007,22
1068176,14
1396170,97
1334406,104
1014026,45
1352373,508
1243030,216
1041420,103
1319327,14
1410028,15
1139636,13
1036193,152
1003367,212
1387633,180
1332886,43
1080327,28
1013373,75
1078845,180
1240791,87
1474319,177
1494561,17
1150748,14
1140411,15
1440680,13
1067429,53
1160511,26
1065243,13
1279830,14
1030666,15
1433611,254
1333707,267
1266311,166
1103146,13
1491817,58
1212716,63
1301661,135
1233889,14
1342250,13
1079171,13
1132769,26
1177184,21
1162498,13
1226350,21
1353682,13
1144693,121
1200921,123
1098073,71
1083024,264
1496726,118
1222568,51
1118152,14
1474455,14
1344569,130
1362812,339
1357918,122
1427314,97
1177846,83
1447665,70
1180242,197
1057980,38
1057989,258
1494214,13
1360415,18
1474051,14
1139545,13
1102908,15
1281533,13
1233530,117
1474190,178
1195458,61
1481613,13
1004249,34
1165001,49
1022162,23
1185155,13
1152177,24
1374738,13
1379639,48
1333423,15
1128407,17
1204473,13
1310544,97
1154591,166
1494201,11
1115748,357
1353589,196
1484676,95
1048616,13
1314508,17
1296975,14
1372115,110
1336189,150
1121324,159
1045996,33
1361706,19
1431483,22
1387232,94
1160893,58
1431384,186
1235837,30
1436037,14
1202680,14
1412587,13
1377286,31
1197461,37
1116597,14
1062507,13
1030306,87
1013660,140
1086030,81
1229602,13
1272184,13
1433035,35
1374038,46
1222840,56
1356273,13
1101932,13
1021010,17
1171411,13
1337490,47
1332396,13
1303811,15
1333733,14
1191789,82
1325792,68
1476106,34
1171225,423
1235681,167
1224499,184
1423465,14
1120552,19
1292401,17
1226546,177
1485369,172
1369288,221
1432305,39
1079777,70
1092628,85
1282588,110
1415191,155
1209550,214
1370271,13
1104842,13
1381859,13
1062232,13
1171522,13
1084587,15
1439204,13
1159953,226
1379917,146
1082924,39
1380277,13
1303074,13
1357053,25
1482844,67
1095958,19
1335161,14
1432554,15
1058867,20
1289214,48
1028000,30
1437271,12
1399943,12
1107949,42
1356581,27
1194491,13
1203992,18
1073984,13
1158974,70
1244952,87
1350959,44
1221985,300
1428233,131
1247118,84
1460736,13
1317327,16
1233024,13
1471569,138
1415077,187
1056913,196
1277505,20
1359182,59
1430948,161
1013760,119
1147147,169
1415890,14
1265084,13
1431945,13
1484655,20
1161020,14
1175530,114
1154338,52
1130574,60
1051940,13
1440445,13
1192440,63
1260322,117
1421768,80
1449682,15
1415276,13
1453255,18
1248669,43
1230958,62
1157877,13
1325572,68
1431659,35
1309583,17
1209010,13
1285811,17
1136992,13
1108246,129
1104829,54
1330971,16
1224992,402
1268353,83
1232469,65
1410483,14
1063825,34
1243528,16
1349678,148
1072684,254
1342993,210
1495669,27
1322377,34
1202457,36
1415501,290
1363882,220
1080956,327
1134020,15
1151908,16
1350192,24
1416559,16
1092576,18
1344385,18
1217656,17
1302415,13
1242600,91
1467152,280
1438001,75
1460611,13
1441014,13
1357398,53
1077114,85
1263663,61
1372445,31
1298212,17
1491344,17
1281588,33
1136004,56
1289149,78
1474421,12
1473813,13
1252840,16
1172252,53
1189064,19
1361099,18
1013719,35
1073519,15
1277293,171
1159227,131
1139762,50
1295739,73
1009685,55
1474772,22
1165673,13
1065468,18
1102053,16
1161784,130
1051139,112
1269039,60
1158737,19
1246489,42
1202461,32
1198164,106
1011440,33
1413230,84
1094332,13
1141137,12
1049606,13
1391442,70
1359351,272
1233267,76
1314748,13
1413495,22
1225930,55
1137875,44
1190701,13
1122832,19
1089220,13
1249809,231
1093731,277
1064557,51
1117909,249
1214618,105
1089335,69
1213475,13
1170902,14
1481946,82
1224868,91
1106482,93
1273502,13
1216168,15
1083594,125
1224295,59
1013278,195
1005855,39
1056709,14
1249671,22
1230380,56
1484433,31
1267040,13
1473223,13
1233669,117
1250796,171
1313401,94
1237110,13
1238242,13
1000121,17
1129558,22
1018802,53
1368711,27
1368971,18
1240209,26
1430887,13
1476123,16
1068042,13
1124650,40
1289201,38
1281401,12
1485491,254
1104767,288
1260343,133
1420693,14
1462062,39
1057642,14
1379980,101
1095043,327
1096435,211
1339708,41
1430712,22
1348620,54
1489978,107
1343050,104
1171803,208
1239136,18
1159926,20
1167786,14
1261300,21
1164093,15
1161124,13
1077741,17
1139047,13
1253918,162
1081347,302
1067587,140
1029248,13
1456841,13
1383133,42
1263414,40
1110768,94
1363668,13
1187183,13
1364266,26
1026176,14
1177476,46
1499793,14
1245784,65
1031113,18
1117382,128
1449051,138
1441522,51
1220040,99
1445037,121
1313829,18
1345555,18
1278499,14
1352264,205
1466161,317
1252687,89
1479808,43
1223345,58
1049411,50
1003384,109
1363984,103
1216354,120
1394628,14
1343435,14
1370718,16
1156018,14
1395048,56
1314516,176
1399258,44
1338874,13
1118069,13
1465660,30
1255031,59
1058944,26
1305598,13
1196241,14
1004788,13
1463684,13
1061891,16
1257545,13
1137317,137
1316766,134
1215009,35
1198616,169
1119975,152
1173978,33
1003325,13
1014959,21
1238676,131
1180681,109
1154031,60
1392618,24
1158959,26
1174657,47
1215383,278
1056737,109
1226869,175
1338426,16
1119609,13
1063798,15
1045972,13
1150952,49
1077779,291
1144441,153
1257450,13
1254802,48
1250391,59
1045722,100
1346647,13
1026834,13
1283298,34
1481903,13
1318877,16
1130427,15
1357694,75
1244100,21
1131178,111
1402295,208
1126893,25
1093651,338
1112711,210
1105210,107
1164254,14
1498407,20
1283105,14
1415914,122
1057017,173
1137052,163
1144252,23
1370833,45
1295518,37
1065864,186
1166233,120
1209388,242
1374893,24
1119217,18
1004773,33
1248761,65
1178734,65
1098698,19
1044262,15
1053113,165
1309992,243
1307732,124
1417093,13
1326039,13
1233803,40
1099973,35
1409188,100
1369859,12
1251710,13
1152116,13
1363025,88
1267904,80
1269147,178
1001765,28
1392665,130
1261277,112
1422430,32
1106809,712
1353415,206
1368715,161
1087675,14
1336730,38
1332354,22
1456769,360
1190728,343
1268579,376
1217878,46
1106508,63
1006087,134
1402675,255
1276630,320
1205256,387
1445432,14
1009975,16
1394741,18
1275536,15
1158507,16
1269365,14
1204388,300
1068999,220
1370340,48
1252762,13
1154390,13
1394582,13
1149088,190
1386755,265
1299563,289
1491160,20
1230263,17
1011505,14
1446632,57
1415161,80
1228341,162
1056047,13
1278396,13
1005154,95
1312357,48
1370120,25
1255799,13
1115383,26
1118490,15
1493917,247
1487221,122
1149775,90
1460445,198
1448306,143
1431907,61
1401766,13
1047198,21
1002660,14
1366099,173
1292159,140
1373525,108
1049952,13
1377098,19
1198185,27
1256980,97
1010248,73
1080513,184
1081848,26
1054349,24
1233461,13
1313017,35
1105421,110
1339465,102
1063256,14
1013469,14
1375319,79
1366962,177
1317620,72
1127397,13
1250684,13
1102059,36
1281560,37
1392837,75
1279583,13
1225127,12
1188903,59
1320069,23
1081725,61
1288919,13
1098380,18
1141854,13
1471277,76
1485310,58
1057256,29
1443523,92
1242874,83
1028151,31
1302656,14
1431208,39
1473127,16
1249389,303
1270759,369
1220718,92
1429360,20
1141020,37
1325573,31
1165621,178
1386579,97
1089648,134
1210152,13
1013568,13
1269338,14
1462527,14
1094399,14
1197572,13
1127792,67
1290080,360
1160077,140
1439020,13
1129340,82
1198240,77
1123239,133
1402087,14
1104882,14
1155836,44
1057692,15
1045903,341
1247162,396
1447707,143
1450701,283
1119729,226
1463108,114
1004715,15
1055930,25
1258137,16
1220154,191
1425882,445
1023497,177
1410135,108
1265438,47
1414821,68
1116522,75
1443270,153
1263016,286
1018136,17
1451314,42
1038393,38
1403993,18
1274108,21
1188111,15
1342222,160
1057623,208
1324265,106
1438649,13
1073338,13
1082298,50
1110286,102
1266357,99
1138371,13
1298566,13
1430079,13
1375660,18
1319105,18
1361990,64
1337117,13
1092006,29
1379437,14
1315755,171
1101610,212
1212642,40
1257724,415
1466648,83
1254129,105
1046453,13
1417296,17
1103295,14
1288752,233
1460898,169
1045465,171
1429233,15
1428924,16
1179927,22
1401756,158
1482727,125
1412634,201
1122492,13
1051180,12
1076417,13
1297374,18
1204108,14
1021362,12
1390263,14
1363384,14
1116791,13
1326548,101
1433636,125
1481561,26
1034638,26
1230918,89
1242400,81
1115757,15
1041643,16
1287497,14
1306844,23
1200113,17
1078215,37
1298841,13
1392730,12
1198643,13
1020564,37
1154567,27
1225474,32
1248898,13
1170575,18
1413355,14
1113523,74
1356462,68
1174460,41
1040703,483
1009276,227
1348411,127
1235035,13
1435764,15
1109203,15
1310361,207
1173091,259
1201488,208
1416516,68
1156700,51
1135820,69
1477704,207
1178324,175
1198224,265
1308367,13
1260111,13
1298774,12
1295663,13
1084873,15
1238634,14
1237748,13
1143221,305
1228159,267
1349223,79
1056933,13
1424540,13
1484915,17
1111332,41
1063614,28
1301207,23
1053999,51
1118223,109
1450088,147
1230421,12
1068073,12
1197880,12
1094580,14
1172938,22
1029830,13
1359667,15
1377423,197
1310816,140
1316805,37
1259591,1026
1167271,436
1201964,280
1049973,16
1185564,37
1047036,18
1209578,347
1416876,349
1113492,547
1029884,15
1497894,43
1300128,110
1300828,690
1394735,355
1339641,588
1395056,51
1015576,48
1328783,16
1208849,184
1242697,55
1359281,89
1485050,18
1309096,35
1066654,20
1333325,467
1065376,388
1392342,279
1418086,13
1126584,15
1140959,13
1313505,162
1117255,261
1266859,375
1352627,65
1366366,45
1476169,56
1372662,68
1226797,73
1296700,364
1240353,17
1147081,16
1187416,15
1261102,223
1458629,189
1242716,216
1421036,17
1346652,59
1245436,25
1198242,198
1045821,147
1443036,107
1173972,1089
1026093,453
1050787,365
1173917,16
1401571,54
1157221,20
1005375,393
1046037,424
1179494,643
1351594,42
1004476,41
1108850,97
1243144,587
1152066,352
1222518,566
1387120,41
1333542,50
1017181,22
1272397,24
1435758,22
1373049,56
1408547,36
1428679,21
1244464,15
1384377,348
1488118,302
1228826,119
1245151,15
1095362,13
1069078,13
1049725,87
1187024,155
1135586,208
1277897,77
1269737,87
1027610,41
1365843,64
1086058,119
1219724,257
1199897,14
1416231,13
1391175,140
1140599,162
1099643,147
1088269,21
1073405,49
1055745,17
1472617,174
1230428,218
1040401,126
1113951,76
1095435,86
1363338,35
1349382,13
1035972,26
1285850,14
1116211,62
1221446,269
1067824,85
1325209,15
1250269,15
1422706,27
1276177,203
1129647,98
1270817,140
1205675,13
1374416,13
1371785,14
1437236,18
1342334,14
1015263,78
1005610,418
1207270,107
1328618,13
1263164,27
1370636,53
1052297,38
1234483,15
1344207,13
1194915,13
1450536,22
1114215,14
1076467,202
1013988,262
1410873,75
1026962,172
1003254,141
1267865,106
1226940,39
1332638,13
1105644,77
1336298,113
1443390,70
1314804,11
1179911,15
1005967,20
1419947,99
1364329,85
1229710,40
1215604,14
1188630,13
1019807,13
1397082,13
1004160,96
1009831,285
1386562,157
1204381,13
1318327,13
1087987,29
1057435,26
1178120,70
1259676,12
1482446,12
